utc_timestamp,Price_Day_Ahead_EUR_per_MWh,Load_MW,Supply_MW,Wind_Generation_MW,Solar_Generation_MW,temperature
2023-01-04T12:00:00+0200,126.32,30232.49,24727.87,7913,646,31.3
2023-01-04T13:00:00+0200,41.7,19733.33,13278.26,7494,1126,29.8
2023-01-04T14:00:00+0200,59.23,36724.76,16303.11,1298,4126,19.2
2023-01-04T15:00:00+0200,69.4,19523.48,13161.96,9189,2448,0.1
2023-01-04T16:00:00+0200,79.78,45111.6,29491.67,7003,3919,-4.5
2023-01-04T17:00:00+0200,132.76,27487.76,21376.12,9814,3847,24.7
2023-01-04T18:00:00+0200,101.2,18047.89,16586.66,2096,1634,18.9
2023-01-04T19:00:00+0200,41.56,29351.63,19121.14,5520,191,-0.4
2023-01-04T20:00:00+0200,35.27,37588.71,15382.3,5688,3273,1.4
2023-01-04T21:00:00+0200,119.01,45478.41,17898.56,9002,2937,-7.7
2023-01-04T22:00:00+0200,66.12,45141.99,51781.69,3593,2463,-6.7
2023-01-04T23:00:00+0200,130.1,17543.22,18090.22,9974,2273,23.0
2023-01-05T00:00:00+0200,98.26,11864.83,37517.77,416,1154,-6.4
2023-01-05T01:00:00+0200,103.62,26599.14,49159.03,3930,1955,-3.0
2023-01-05T02:00:00+0200,41.71,20015.56,32662.8,6598,260,4.8
2023-01-05T03:00:00+0200,89.29,48548.9,15403.81,2474,1349,13.6
2023-01-05T04:00:00+0200,65.06,18178.01,38694.86,4339,3142,8.5
2023-01-05T05:00:00+0200,53.59,17533.96,17085.15,8904,2338,2.7
2023-01-05T06:00:00+0200,56.97,25232.37,39199.78,250,4173,23.7
2023-01-05T07:00:00+0200,44.54,11311.38,32377.13,1391,1919,32.5
2023-01-05T08:00:00+0200,111.27,45212.23,49898.77,980,2118,3.7
2023-01-05T09:00:00+0200,35.17,38153.28,51131.85,3550,3701,8.6
2023-01-05T10:00:00+0200,140.88,48687.68,39977.36,6666,425,22.4
2023-01-05T11:00:00+0200,35.92,35148.02,44366.48,9821,1632,23.5
2023-01-05T12:00:00+0200,134.26,16264.8,23576.22,7598,3321,16.7
2023-01-05T13:00:00+0200,146.98,13375.43,20175.21,3605,3968,16.7
2023-01-05T14:00:00+0200,101.58,43374.6,21915.23,6533,622,11.2
2023-01-05T15:00:00+0200,36.33,20331.15,35855.85,5360,4034,2.0
2023-01-05T16:00:00+0200,57.24,31249.08,30988.38,367,4560,11.4
2023-01-05T17:00:00+0200,60.6,25922.95,33530.74,9446,956,16.6
2023-01-05T18:00:00+0200,42.46,36291.2,45871.15,503,1590,19.8
2023-01-05T19:00:00+0200,70.51,11284.94,44740.56,5957,2484,15.0
2023-01-05T20:00:00+0200,36.74,44723.23,42997.08,1864,1687,-8.6
2023-01-05T21:00:00+0200,30.89,20739.8,16843.83,7139,2009,-8.3
2023-01-05T22:00:00+0200,133.42,19295.9,30880.51,5982,468,20.3
2023-01-05T23:00:00+0200,144.55,34081.3,14017.37,5572,1996,12.8
2023-01-06T00:00:00+0200,95.79,40227.3,35979.36,2702,735,18.0
2023-01-06T01:00:00+0200,71.4,49103.19,38585.84,9605,3134,-1.0
2023-01-06T02:00:00+0200,60.23,38974.24,20177.16,6792,61,8.0
2023-01-06T03:00:00+0200,117.04,37505.05,20508.5,8508,4972,25.1
2023-01-06T04:00:00+0200,136.32,37735.0,38933.59,8512,4366,12.2
2023-01-06T05:00:00+0200,131.27,33682.73,38793.99,5947,217,34.0
2023-01-06T06:00:00+0200,103.25,10278.4,45732.48,7308,3030,20.3
2023-01-06T07:00:00+0200,106.19,38198.07,39536.07,7895,1803,29.0
2023-01-06T08:00:00+0200,111.47,44435.96,27021.63,9751,4211,10.8
2023-01-06T09:00:00+0200,73.01,45664.56,14977.65,9579,3809,-8.9
2023-01-06T10:00:00+0200,36.7,19426.39,28852.02,2555,1845,8.9
2023-01-06T11:00:00+0200,109.64,43740.83,21454.02,742,2160,7.2
2023-01-06T12:00:00+0200,87.57,28817.22,21437.87,7171,1308,13.6
2023-01-06T13:00:00+0200,59.26,12257.35,39333.63,9219,3385,0.2
2023-01-06T14:00:00+0200,73.7,42543.34,31867.42,3069,3646,0.1
2023-01-06T15:00:00+0200,98.6,47134.11,34488.12,6432,921,8.2
2023-01-06T16:00:00+0200,36.64,40514.1,47346.42,8429,1629,24.2
2023-01-06T17:00:00+0200,122.67,40642.51,37813.47,457,1243,-4.9
2023-01-06T18:00:00+0200,104.49,24376.69,39863.78,306,1561,10.1
2023-01-06T19:00:00+0200,54.55,23435.83,28881.16,1232,3078,6.6
2023-01-06T20:00:00+0200,116.12,48753.59,49893.48,6232,2756,34.8
2023-01-06T21:00:00+0200,110.92,37266.55,20353.13,1232,2222,12.8
2023-01-06T22:00:00+0200,135.86,12352.94,48111.22,3218,3228,26.9
2023-01-06T23:00:00+0200,43.59,32419.25,38573.29,1123,4479,26.4
2023-01-07T00:00:00+0200,36.16,43942.84,35446.48,3301,1481,34.2
2023-01-07T01:00:00+0200,63.57,47859.9,13234.17,999,2673,-0.7
2023-01-07T02:00:00+0200,33.54,34794.06,50308.94,1372,3006,32.9
2023-01-07T03:00:00+0200,93.37,10660.38,13191.88,8122,1316,8.1
2023-01-07T04:00:00+0200,121.45,31535.92,31748.86,8423,314,31.5
2023-01-07T05:00:00+0200,76.03,11819.52,43916.97,6537,4604,21.3
2023-01-07T06:00:00+0200,73.57,13742.74,46183.89,2303,564,-6.2
2023-01-07T07:00:00+0200,120.58,39014.31,13665.62,7289,415,0.2
2023-01-07T08:00:00+0200,142.48,21609.44,36517.53,3370,292,16.3
2023-01-07T09:00:00+0200,60.09,40994.5,33321.06,2001,520,8.7
2023-01-07T10:00:00+0200,89.46,16731.6,42638.84,9779,1773,-6.3
2023-01-07T11:00:00+0200,141.79,29113.49,45218.54,9328,4924,15.2
2023-01-07T12:00:00+0200,124.9,23930.43,50497.02,3873,1071,0.1
2023-01-07T13:00:00+0200,105.53,46397.1,32859.1,294,2657,16.3
2023-01-07T14:00:00+0200,82.58,16002.74,18003.54,5581,1544,6.2
2023-01-07T15:00:00+0200,147.82,24839.31,38131.73,8111,22,4.7
2023-01-07T16:00:00+0200,109.76,49303.32,33576.89,2574,3099,2.2
2023-01-07T17:00:00+0200,83.01,35861.59,26933.41,6271,2349,15.6
2023-01-07T18:00:00+0200,136.81,31122.08,30879.85,1248,68,34.2
2023-01-07T19:00:00+0200,91.89,18941.8,47853.46,8186,1889,20.8
2023-01-07T20:00:00+0200,138.72,27319.84,43760.26,3096,4830,13.1
2023-01-07T21:00:00+0200,99.94,14892.21,48494.5,2348,1811,31.7
2023-01-07T22:00:00+0200,83.95,41493.79,41059.4,3251,443,31.9
2023-01-07T23:00:00+0200,111.93,30818.54,20826.38,3465,2221,-3.6
2023-01-08T00:00:00+0200,61.22,39900.4,50361.46,6290,4476,22.2
2023-01-08T01:00:00+0200,76.77,25323.8,14321.38,3842,2360,1.8
2023-01-08T02:00:00+0200,59.2,32122.64,21972.43,4945,3192,-6.6
2023-01-08T03:00:00+0200,112.29,42390.74,18473.61,6268,3157,11.1
2023-01-08T04:00:00+0200,72.94,31568.35,47119.25,9785,2897,28.2
2023-01-08T05:00:00+0200,49.18,43187.89,32852.85,9841,3806,-0.3
2023-01-08T06:00:00+0200,84.21,30808.63,34576.19,7748,1040,8.7
2023-01-08T07:00:00+0200,105.96,17901.68,46943.32,9646,4307,8.5
2023-01-08T08:00:00+0200,138.68,41497.39,37600.6,7510,3914,13.9
2023-01-08T09:00:00+0200,70.98,32468.37,26445.4,5858,3124,25.5
2023-01-08T10:00:00+0200,116.55,44974.05,46051.5,2503,2532,31.2
2023-01-08T11:00:00+0200,93.01,15495.07,26437.05,8625,3222,19.6
2023-01-08T12:00:00+0200,50.42,29535.63,25272.01,697,3628,-0.8
2023-01-08T13:00:00+0200,76.42,17990.08,28911.07,3314,7,16.7
2023-01-08T14:00:00+0200,60.22,41570.75,43100.48,2662,2471,18.3
2023-01-08T15:00:00+0200,63.46,15157.12,50880.64,1646,708,17.2
2023-01-08T16:00:00+0200,58.05,24471.59,33094.79,8681,3499,-9.1
2023-01-08T17:00:00+0200,148.65,19432.94,24554.01,817,2398,14.7
2023-01-08T18:00:00+0200,35.56,21467.3,25934.98,8301,718,3.4
2023-01-08T19:00:00+0200,145.12,28808.67,42100.27,5713,412,-4.3
2023-01-08T20:00:00+0200,101.0,40579.67,45857.61,734,4050,15.3
2023-01-08T21:00:00+0200,60.25,10236.5,46092.16,3219,3632,9.2
2023-01-08T22:00:00+0200,112.61,12709.77,36709.28,7655,3194,14.6
2023-01-08T23:00:00+0200,132.61,12160.76,41419.12,2015,1096,7.4
2023-01-09T00:00:00+0200,34.09,29195.82,37456.21,4923,140,-5.3
2023-01-09T01:00:00+0200,75.44,19927.7,51465.95,7882,3304,0.0
2023-01-09T02:00:00+0200,80.31,10185.45,44674.93,5012,948,12.8
2023-01-09T03:00:00+0200,32.03,20402.93,25755.84,8392,129,11.1
2023-01-09T04:00:00+0200,128.91,20272.37,13249.63,240,3576,-7.8
2023-01-09T05:00:00+0200,117.16,39423.59,38367.72,1564,167,9.8
2023-01-09T06:00:00+0200,79.51,37149.06,15416.23,7653,3650,7.2
2023-01-09T07:00:00+0200,130.04,25519.08,22019.13,5025,743,24.1
2023-01-09T08:00:00+0200,59.74,42579.32,25287.23,9004,3570,6.0
2023-01-09T09:00:00+0200,60.01,43684.19,47015.98,3270,1336,-3.4
2023-01-09T10:00:00+0200,123.88,36641.55,23074.05,4555,240,-7.5
2023-01-09T11:00:00+0200,133.82,42965.89,49884.14,7780,1416,5.0
2023-01-09T12:00:00+0200,72.14,21633.9,46440.96,194,4853,1.2
2023-01-09T13:00:00+0200,59.99,49004.68,21148.57,6694,1943,-0.2
2023-01-09T14:00:00+0200,86.02,43050.4,28740.87,3863,3181,30.1
2023-01-09T15:00:00+0200,148.47,29577.7,19770.64,1989,1667,29.4
2023-01-09T16:00:00+0200,48.17,28796.98,44801.31,4028,1111,23.7
2023-01-09T17:00:00+0200,63.16,27157.01,18368.05,7356,4922,5.6
2023-01-09T18:00:00+0200,138.43,40404.08,38783.57,1740,758,29.9
2023-01-09T19:00:00+0200,55.52,42907.23,13128.13,2910,861,31.6
2023-01-09T20:00:00+0200,78.16,15709.06,42931.69,1239,2572,28.9
2023-01-09T21:00:00+0200,41.91,48266.34,36884.59,3841,956,5.7
2023-01-09T22:00:00+0200,142.36,15527.24,33650.52,7702,3425,24.9
2023-01-09T23:00:00+0200,116.43,38351.34,37059.2,3603,4168,3.6
2023-01-10T00:00:00+0200,132.79,28216.3,20201.66,5566,2077,17.9
2023-01-10T01:00:00+0200,114.31,15981.08,39383.18,3815,4545,-7.0
2023-01-10T02:00:00+0200,110.79,15118.54,46547.07,3114,3920,3.5
2023-01-10T03:00:00+0200,111.41,41524.32,20984.93,5909,3825,-5.4
2023-01-10T04:00:00+0200,133.5,36675.25,30915.26,8792,2447,1.9
2023-01-10T05:00:00+0200,76.56,23114.97,17353.5,6570,470,-4.3
2023-01-10T06:00:00+0200,138.95,22922.06,45963.51,6049,4947,18.8
2023-01-10T07:00:00+0200,129.41,14643.31,32165.88,8679,2286,-3.0
2023-01-10T08:00:00+0200,137.05,26476.57,26242.0,1641,4981,13.2
2023-01-10T09:00:00+0200,98.31,16950.72,33931.19,5484,4349,34.9
2023-01-10T10:00:00+0200,46.78,37663.57,24220.06,1903,4437,-4.7
2023-01-10T11:00:00+0200,36.72,31408.93,13122.62,2450,2606,28.5
2023-01-10T12:00:00+0200,59.21,41587.58,36341.79,3363,3548,26.8
2023-01-10T13:00:00+0200,36.07,14866.85,50853.46,3165,1933,-4.8
2023-01-10T14:00:00+0200,121.77,41775.17,20521.71,2440,4491,26.5
2023-01-10T15:00:00+0200,89.48,17215.33,37750.1,1053,146,22.8
2023-01-10T16:00:00+0200,140.07,35933.91,51975.99,3214,2848,2.3
2023-01-10T17:00:00+0200,123.56,40420.8,14860.72,4863,1267,23.2
2023-01-10T18:00:00+0200,88.96,28022.61,34143.84,9059,4186,34.4
2023-01-10T19:00:00+0200,94.93,44704.02,40821.75,1712,3507,0.9
2023-01-10T20:00:00+0200,101.05,19340.88,39928.45,1239,1122,-1.3
2023-01-10T21:00:00+0200,136.39,13164.44,23987.9,9021,189,13.7
2023-01-10T22:00:00+0200,83.45,24793.62,18897.4,4889,2735,-4.4
2023-01-10T23:00:00+0200,42.79,11640.22,26296.44,2922,2663,17.2
2023-01-11T00:00:00+0200,37.42,42613.93,18533.04,6086,4999,7.0
2023-01-11T01:00:00+0200,98.95,47743.86,45098.77,7457,1024,16.0
2023-01-11T02:00:00+0200,116.56,24572.5,16467.03,328,2268,7.1
2023-01-11T03:00:00+0200,85.31,18931.34,30118.63,7,1538,28.5
2023-01-11T04:00:00+0200,105.32,12947.09,28689.67,2502,700,13.4
2023-01-11T05:00:00+0200,141.23,36457.9,40419.36,793,4764,20.6
2023-01-11T06:00:00+0200,65.0,22294.91,50137.3,1740,948,12.4
2023-01-11T07:00:00+0200,84.05,27723.1,22836.12,5989,1973,8.6
2023-01-11T08:00:00+0200,146.41,49705.62,46628.61,1878,148,18.4
2023-01-11T09:00:00+0200,71.7,38859.29,29907.67,9825,274,6.4
2023-01-11T10:00:00+0200,113.7,32324.38,30479.47,9292,2392,3.5
2023-01-11T11:00:00+0200,68.46,26240.89,33211.61,1289,3668,19.9
2023-01-11T12:00:00+0200,121.81,17865.6,31880.05,3804,3245,-0.0
2023-01-11T13:00:00+0200,31.4,17177.98,36870.14,7882,373,20.1
2023-01-11T14:00:00+0200,58.78,25344.14,40659.12,3386,1158,11.4
2023-01-11T15:00:00+0200,107.34,41426.78,18891.94,8277,188,-4.2
2023-01-11T16:00:00+0200,125.24,38194.02,30556.74,8252,4000,14.3
2023-01-11T17:00:00+0200,42.92,46897.0,50382.04,7691,25,-5.1
2023-01-11T18:00:00+0200,101.21,11619.18,45284.36,6798,3433,30.0
2023-01-11T19:00:00+0200,126.63,41422.45,22980.2,3178,2143,27.6
2023-01-11T20:00:00+0200,47.65,34183.35,41514.03,6521,1981,20.3
2023-01-11T21:00:00+0200,86.35,16571.86,18309.07,6293,1444,13.5
2023-01-11T22:00:00+0200,68.54,37900.52,16476.75,2441,1426,17.3
2023-01-11T23:00:00+0200,61.28,49290.63,13614.76,1689,4480,18.4
2023-01-12T00:00:00+0200,48.43,31046.22,25037.56,1419,221,-4.6
2023-01-12T01:00:00+0200,145.85,44901.49,40445.71,7361,2902,21.3
2023-01-12T02:00:00+0200,117.83,15677.77,39574.86,1938,1408,8.3
2023-01-12T03:00:00+0200,106.27,11133.94,42124.73,5895,3543,-1.2
2023-01-12T04:00:00+0200,118.63,35476.58,15001.79,5542,252,28.0
2023-01-12T05:00:00+0200,122.07,31407.55,12088.09,3377,4737,10.8
2023-01-12T06:00:00+0200,30.9,14096.87,31366.68,8230,1863,-7.1
2023-01-12T07:00:00+0200,148.96,41189.75,12478.72,6186,3645,14.2
2023-01-12T08:00:00+0200,66.73,39495.73,18066.45,1479,4956,7.9
2023-01-12T09:00:00+0200,119.81,47025.92,17132.17,5826,1538,1.2
2023-01-12T10:00:00+0200,101.09,39233.81,15787.23,4586,3810,-4.1
2023-01-12T11:00:00+0200,102.73,28809.68,14641.57,8098,4983,20.9
2023-01-12T12:00:00+0200,62.08,22308.98,46249.83,1990,4580,13.6
2023-01-12T13:00:00+0200,72.0,13909.44,30414.97,2,13,-8.9
2023-01-12T14:00:00+0200,61.63,38564.41,33479.75,431,3950,7.6
2023-01-12T15:00:00+0200,42.98,30920.22,29712.96,9644,205,30.3
2023-01-12T16:00:00+0200,65.72,45677.88,18355.45,7767,4226,18.5
2023-01-12T17:00:00+0200,111.38,39658.06,44534.51,164,1477,23.5
2023-01-12T18:00:00+0200,79.71,17539.65,36389.39,1541,4386,-9.1
2023-01-12T19:00:00+0200,77.57,48740.26,42047.04,462,894,26.2
2023-01-12T20:00:00+0200,87.31,12644.07,22998.62,3552,2788,8.3
2023-01-12T21:00:00+0200,37.26,26075.77,23408.28,2417,1302,34.8
2023-01-12T22:00:00+0200,37.85,17511.33,31275.42,3813,1022,15.4
2023-01-12T23:00:00+0200,40.69,11937.97,14024.24,9247,3874,3.7
2023-01-13T00:00:00+0200,103.06,11752.93,24379.01,1923,3760,9.1
2023-01-13T01:00:00+0200,36.98,38176.5,23179.27,1035,1064,7.9
2023-01-13T02:00:00+0200,83.49,33313.49,19660.21,779,471,30.7
2023-01-13T03:00:00+0200,61.24,28867.74,23696.64,9901,2243,1.7
2023-01-13T04:00:00+0200,125.39,24043.98,20492.56,7750,4746,3.3
2023-01-13T05:00:00+0200,103.74,49891.1,27171.95,766,2653,1.8
2023-01-13T06:00:00+0200,86.0,36686.81,51157.59,2822,1229,24.8
2023-01-13T07:00:00+0200,115.97,18253.22,19758.06,6586,3588,7.6
2023-01-13T08:00:00+0200,60.35,46580.43,45618.77,9985,4917,18.0
2023-01-13T09:00:00+0200,99.89,46076.68,25560.59,2559,272,11.1
2023-01-13T10:00:00+0200,126.15,44388.62,38400.37,5519,451,15.3
2023-01-13T11:00:00+0200,117.07,17091.1,28033.71,5868,449,-3.4
2023-01-13T12:00:00+0200,95.84,44489.02,18006.74,4045,4153,0.3
2023-01-13T13:00:00+0200,39.62,40449.47,41686.03,8525,3313,14.4
2023-01-13T14:00:00+0200,114.22,32525.72,46910.53,2016,1593,29.9
2023-01-13T15:00:00+0200,131.45,28975.81,30200.8,8442,1262,-2.5
2023-01-13T16:00:00+0200,117.95,13626.51,19608.35,8251,311,34.4
2023-01-13T17:00:00+0200,96.71,14815.44,49385.98,1926,365,19.3
2023-01-13T18:00:00+0200,80.4,20885.91,46702.05,4458,2664,19.9
2023-01-13T19:00:00+0200,144.52,17994.9,12833.22,6843,139,-5.5
2023-01-13T20:00:00+0200,144.73,13754.27,37276.25,4467,632,-3.4
2023-01-13T21:00:00+0200,130.69,35514.91,43893.05,4469,4520,31.9
2023-01-13T22:00:00+0200,32.29,11540.46,43084.75,466,3064,-5.4
2023-01-13T23:00:00+0200,30.11,18949.71,30716.97,7935,3458,31.0
2023-01-14T00:00:00+0200,118.07,12460.33,17664.42,6642,3563,-6.3
2023-01-14T01:00:00+0200,41.21,39099.59,18884.55,7872,2229,-9.6
2023-01-14T02:00:00+0200,107.79,25329.31,50966.17,6178,4262,31.3
2023-01-14T03:00:00+0200,87.58,36200.76,46218.57,5527,1209,-9.1
2023-01-14T04:00:00+0200,90.14,32116.09,34167.6,8610,1903,-5.0
2023-01-14T05:00:00+0200,38.24,39071.69,19718.55,2752,4268,34.8
2023-01-14T06:00:00+0200,42.61,40904.88,45064.33,4945,3125,22.2
2023-01-14T07:00:00+0200,135.95,46065.69,22849.46,2365,4684,23.2
2023-01-14T08:00:00+0200,73.86,18068.95,18011.89,5136,116,0.3
2023-01-14T09:00:00+0200,116.97,45363.19,33922.84,6675,1569,15.6
2023-01-14T10:00:00+0200,149.13,35384.8,42845.06,6703,3828,9.7
2023-01-14T11:00:00+0200,87.03,47637.04,28625.84,1772,4466,17.6
2023-01-14T12:00:00+0200,60.72,10100.46,46823.29,6488,950,11.0
2023-01-14T13:00:00+0200,72.14,23283.48,51105.14,2602,944,-0.5
2023-01-14T14:00:00+0200,129.25,29856.47,19867.11,7835,657,7.8
2023-01-14T15:00:00+0200,98.76,11344.46,48481.89,9986,797,21.3
2023-01-14T16:00:00+0200,76.58,30039.05,25767.8,8421,3396,11.2
2023-01-14T17:00:00+0200,134.28,13192.02,14769.33,4242,786,-5.2
2023-01-14T18:00:00+0200,53.72,40106.17,28459.65,1316,1099,33.4
2023-01-14T19:00:00+0200,43.76,28471.66,46311.17,1900,2262,1.1
2023-01-14T20:00:00+0200,142.5,14943.7,48397.37,4689,2915,-6.1
2023-01-14T21:00:00+0200,49.09,35817.61,23481.72,1013,3047,-5.1
2023-01-14T22:00:00+0200,135.67,32753.26,33799.87,3080,1252,11.0
2023-01-14T23:00:00+0200,114.7,44249.93,45379.21,8441,4572,-7.3
2023-01-15T00:00:00+0200,116.6,41237.4,16964.93,6336,832,1.7
2023-01-15T01:00:00+0200,122.9,28551.33,13633.48,3435,954,3.7
2023-01-15T02:00:00+0200,148.89,27045.55,45789.35,2991,3918,30.2
2023-01-15T03:00:00+0200,107.48,22460.01,36094.89,8044,4149,25.2
2023-01-15T04:00:00+0200,37.91,32678.59,48787.19,3796,1910,24.7
2023-01-15T05:00:00+0200,130.88,43944.4,29943.05,9046,179,6.1
2023-01-15T06:00:00+0200,57.64,44836.11,44603.01,5654,1730,3.1
2023-01-15T07:00:00+0200,58.74,40522.31,34244.65,717,4421,5.4
2023-01-15T08:00:00+0200,51.85,37222.07,35396.68,1478,260,26.7
2023-01-15T09:00:00+0200,95.53,25703.82,42407.46,5279,2033,14.5
2023-01-15T10:00:00+0200,125.2,31472.91,31448.26,7456,4751,13.5
